cnpj,razao_social,nome_fantasia,uf,municipio,cep,data_abertura,situacao
05474129000155,,,,,,,
24902082000128,,,,,,,
13054097000167,,,,,,,
12387244000158,,,,,,,
03889687000156,,,,,,,
08872580000119,,,,,,,
17081296000115,,,,,,,
03782227000124,,,,,,,
26312257000172,,,,,,,
06341290000113,,,,,,,
24902363000180,,,,,,,
04540992000109,,,,,,,
17949801000109,,,,,,,
13591506000164,,,,,,,
02234943000538,,,,,,,
17598368000104,,,,,,,
04741964000141,,,,,,,
05336514000136,,,,,,,
16900069000101,,,,,,,
00798200000131,,,,,,,
19395448000180,,,,,,,
14449728000100,,,,,,,
02537746000164,,,,,,,
08160672000176,,,,,,,
28693499000189,,,,,,,
10348318000898,,,,,,,
68342898000110,,,,,,,
33812348000132,,,,,,,
46119855000137,,,,,,,
02558157017642,,,,,,,
46758165000128,,,,,,,
14028926000108,,,,,,,
27221909000126,,,,,,,
18294169000167,,,,,,,
17142572000370,,,,,,,
84493139000619,,,,,,,
84659879000330,,,,,,,
22575379000109,,,,,,,
26588399000167,,,,,,,
06224769000170,,,,,,,
03673838000487,,,,,,,
18234915000127,,,,,,,
05459490000102,,,,,,,
21257079000100,,,,,,,
00255410000183,,,,,,,
75315333006140,,,,,,,
90834062887,,,,,,,
10924541000160,,,,,,,
04962228000113,,,,,,,
43283811009106,,,,,,,
01109184000438,,,,,,,
01109184000195,,,,,,,
03968822000159,,,,,,,
06126616000190,,,,,,,
04503528000134,,,,,,,
45642204000164,,,,,,,
45104536000195,,,,,,,
64523269000135,,,,,,,
03444432000180,,,,,,,
10318092000106,,,,,,,
43686799000124,,,,,,,
10659553000104,,,,,,,
05468615000160,,,,,,,
04550260000191,,,,,,,
55846752000160,,,,,,,
19048691000121,,,,,,,
17008941000174,,,,,,,
49337199000137,,,,,,,
20138170000144,,,,,,,
02646144000145,,,,,,,
10864483000126,,,,,,,
17607055000167,,,,,,,
19463275000190,,,,,,,
01057792000101,,,,,,,
46480414000166,,,,,,,
11258145000103,,,,,,,
62045661000190,,,,,,,
45543568000197,,,,,,,
08081673000125,,,,,,,
10572707000126,,,,,,,
24383829000189,,,,,,,
61543468000117,,,,,,,
05002327000116,,,,,,,
02938216000390,,,,,,,
19236564000156,,,,,,,
45363173000102,,,,,,,
18018791000142,,,,,,,
71039622000171,,,,,,,
61335428000260,,,,,,,
58580366000167,,,,,,,
21272028000158,,,,,,,
13041197000159,,,,,,,
44146934000101,,,,,,,
12998624000129,,,,,,,
59143404000187,,,,,,,
15355714000190,,,,,,,
62237409000183,,,,,,,
60835634000196,,,,,,,
61327938000105,,,,,,,
61858726000154,,,,,,,
07017009000154,,,,,,,
02736256000197,,,,,,,
17837137000106,,,,,,,
17733659000150,,,,,,,
61250288000147,,,,,,,
03202648000139,,,,,,,
13382352000109,,,,,,,
01109449000155,,,,,,,
47242045000136,,,,,,,
07227560000122,,,,,,,
23388087000111,,,,,,,
07263666000181,,,,,,,
18311648000144,,,,,,,
00356213000150,,,,,,,
15097627000180,,,,,,,
26454798000135,,,,,,,
14488541000115,,,,,,,
00467855000127,,,,,,,
12464344000130,,,,,,,
23320323000249,,,,,,,
15715534000171,,,,,,,
09967852012214,,,,,,,
09967852013377,,,,,,,
00205375000430,,,,,,,
12500847000114,,,,,,,
04735317000127,,,,,,,
14055853000135,,,,,,,
11138499000114,,,,,,,
14073962000185,,,,,,,
02038304000173,,,,,,,
07644618000133,,,,,,,
19509804991,,,,,,,
14153130000179,,,,,,,
83202093000164,,,,,,,
26167898000180,,,,,,,
84933597000117,,,,,,,
85360444000190,,,,,,,
04192442000138,,,,,,,
83262006000164,,,,,,,
05598170000133,,,,,,,
05598939000113,,,,,,,
83043984000115,,,,,,,
01308372000142,,,,,,,
03455338000800,,,,,,,
83669804000105,,,,,,,
03313026000188,,,,,,,
02953199000106,,,,,,,
02494093000183,,,,,,,
82091455000124,,,,,,,
81338568000119,,,,,,,
82745738000142,,,,,,,
04290969000103,,,,,,,
05598928000133,,,,,,,
05598928000214,,,,,,,
18629080000104,,,,,,,
27154726000135,,,,,,,
81800849006344,,,,,,,
16370011000101,,,,,,,
03777100000117,,,,,,,
82561671000196,,,,,,,
04519713000389,,,,,,,
02076308000227,,,,,,,
83488882001690,,,,,,,
85389344000197,,,,,,,
82803248000155,,,,,,,
01401005000512,,,,,,,
09434563000162,,,,,,,
81326258000770,,,,,,,
80959588000144,,,,,,,
23830528000193,,,,,,,
01172040000183,,,,,,,
86916889000177,,,,,,,
83488882001185,,,,,,,
03283593000481,,,,,,,
07912416000125,,,,,,,
08033253001498,,,,,,,
27120776000100,,,,,,,
11817617000110,,,,,,,
11543754000104,,,,,,,
15294056000173,,,,,,,
04484195000143,,,,,,,
04808117000157,,,,,,,
13188373000180,,,,,,,
21832435000172,,,,,,,
80120652000107,,,,,,,
07553106000161,,,,,,,
12574206000104,,,,,,,
20080892000195,,,,,,,
23782893000170,,,,,,,
04629488000171,,,,,,,
00283212000123,,,,,,,
09412785000184,,,,,,,
79227963000263,,,,,,,
08075698000116,,,,,,,
08686564000212,,,,,,,
23961930000107,,,,,,,
05808784000100,,,,,,,
82817800000911,,,,,,,
05194640000101,,,,,,,
18968467000195,,,,,,,
21769262000195,,,,,,,
23845685000172,,,,,,,
03740690000103,,,,,,,
85183531000110,,,,,,,
16600930000116,,,,,,,
17261661004675,,,,,,,
10630574000105,,,,,,,
22175336000128,,,,,,,
24305718000154,,,,,,,
22875732000168,,,,,,,
00156902000111,,,,,,,
12550441000146,,,,,,,
24224145000134,,,,,,,
08222755000142,,,,,,,
10471111000130,,,,,,,
22624673000155,,,,,,,
03087274000158,,,,,,,
02924895000186,,,,,,,
16571902000118,,,,,,,
77852176000104,,,,,,,
18960876000145,,,,,,,
79021218000182,,,,,,,
82845249000162,,,,,,,
20230519000173,,,,,,,
16670085054832,,,,,,,
05783681000125,,,,,,,
24658990000118,,,,,,,
77945400000102,,,,,,,
04780585000160,,,,,,,
20173970000104,,,,,,,
23049249000197,,,,,,,
25025354000111,,,,,,,
19914893000109,,,,,,,
06062742000551,,,,,,,
07308691000134,,,,,,,
24281789000164,,,,,,,
28766974000108,,,,,,,
27782411000132,,,,,,,
08597377000181,,,,,,,
02889277000142,,,,,,,
90856155772,,,,,,,
02887633000199,,,,,,,
13836821000457,,,,,,,
12060975000194,,,,,,,
06888690000143,,,,,,,
05652860000123,,,,,,,
86774965000157,,,,,,,
01834839000198,,,,,,,
11308229000104,,,,,,,
16795286000189,,,,,,,
13270625000115,,,,,,,
31854409000107,,,,,,,
32017485000112,,,,,,,
29157765000111,,,,,,,
18821091000191,,,,,,,
04206050004410,,,,,,,
34028316078056,,,,,,,
40411191000107,,,,,,,
27041748000199,,,,,,,
17314329005199,,,,,,,
11358452000166,,,,,,,
01319056000176,,,,,,,
26368650000188,,,,,,,
07491029000162,,,,,,,
16670085053518,,,,,,,
04652941000160,,,,,,,
83878892000155,,,,,,,
78504933000103,,,,,,,
00652478000104,,,,,,,
09997105915,,,,,,,
23494434000190,,,,,,,
07120449000132,,,,,,,
83851584000136,,,,,,,
90453387934,,,,,,,
01812393000109,,,,,,,
03421119000126,,,,,,,
83524314000110,,,,,,,
11595742000123,,,,,,,
01925729000565,,,,,,,
22491851000117,,,,,,,
79499166000154,,,,,,,
07864302000157,,,,,,,
12340570000100,,,,,,,
76327048000170,,,,,,,
03671477000197,,,,,,,
01458610000104,,,,,,,
00306597007452,,,,,,,
86224193000180,,,,,,,
82808031000138,,,,,,,
82808031000308,,,,,,,
07614869000175,,,,,,,
83220723003904,,,,,,,
83220723004200,,,,,,,
00569905000187,,,,,,,
17212173000176,,,,,,,
01619631000156,,,,,,,
79794921000476,,,,,,,
09314845000126,,,,,,,
00376885000128,,,,,,,
04308884000369,,,,,,,
08642617000112,,,,,,,
83421552000109,,,,,,,
07857270000162,,,,,,,
04046613000110,,,,,,,
76565860000134,,,,,,,
95758181000126,,,,,,,
83314054000159,,,,,,,
04110106000107,,,,,,,
80451289000102,,,,,,,
00306799000149,,,,,,,
84590124000164,,,,,,,
95858874000190,,,,,,,
95858874000352,,,,,,,
07365481000188,,,,,,,
86243482000126,,,,,,,
08033253000840,,,,,,,
07373055000196,,,,,,,
95990693000113,,,,,,,
07990520000138,,,,,,,
10576702000171,,,,,,,
80939234000138,,,,,,,
23832045000128,,,,,,,
75438655000145,,,,,,,
04710690000123,,,,,,,
27395687000168,,,,,,,
10696408000101,,,,,,,
10556064000127,,,,,,,
21894687000126,,,,,,,
04348476000179,,,,,,,
09566048000136,,,,,,,
07829119000110,,,,,,,
13635417000172,,,,,,,
01999941000143,,,,,,,
10508837000108,,,,,,,
08657922000188,,,,,,,
14323503000102,,,,,,,
07368633000104,,,,,,,
07688764000160,,,,,,,
08639550000167,,,,,,,
27920000000166,,,,,,,
68821735000209,,,,,,,
07735039000104,,,,,,,
17453403000199,,,,,,,
07458401000139,,,,,,,
05799099000157,,,,,,,
18590823000180,,,,,,,
04065817000107,,,,,,,
14224599000151,,,,,,,
05934662000152,,,,,,,
14474940000127,,,,,,,
18087898000142,,,,,,,
24588979000129,,,,,,,
84587302000106,,,,,,,
75787630000157,,,,,,,
81387490000122,,,,,,,
84937275000146,,,,,,,
01863180000106,,,,,,,
79247888000111,,,,,,,
82943655000168,,,,,,,
83522136000199,,,,,,,
83513010000158,,,,,,,
18528184000122,,,,,,,
00974497000149,,,,,,,
76812627000109,,,,,,,
83300178000185,,,,,,,
03816796000143,,,,,,,
82943275000123,,,,,,,
18812357000130,,,,,,,
24528666000185,,,,,,,
27677549000171,,,,,,,
12407041000186,,,,,,,
01887142000185,,,,,,,
21786279000150,,,,,,,
02558157001304,,,,,,,
13127928000183,,,,,,,
82772229000109,,,,,,,
04257516000177,,,,,,,
05753044000106,,,,,,,
94648961000150,,,,,,,
16670649000150,,,,,,,
08903797000149,,,,,,,
83607259000122,,,,,,,
03875130000247,,,,,,,
08503950000140,,,,,,,
83854810000132,,,,,,,
00815695000160,,,,,,,
24084615000101,,,,,,,
79926028000104,,,,,,,
17239101000112,,,,,,,
04537360000188,,,,,,,
83522110000140,,,,,,,
18375763000182,,,,,,,
05397404000184,,,,,,,
12961133000103,,,,,,,
76827336000194,,,,,,,
18602233000120,,,,,,,
01883583000109,,,,,,,
83741876000205,,,,,,,
04777365000188,,,,,,,
02183083000127,,,,,,,
06050729000159,,,,,,,
04530087000160,,,,,,,
83054395000132,,,,,,,
04874449000130,,,,,,,
09046393000149,,,,,,,
21406374000181,,,,,,,
32623895791,,,,,,,
23253187000130,,,,,,,
43283811004813,,,,,,,
24373856000170,,,,,,,
39194238000130,,,,,,,
04923368000182,,,,,,,
36538973000126,,,,,,,
32589954000178,,,,,,,
39413174000111,,,,,,,
14580974000104,,,,,,,
30603146000192,,,,,,,
17455879000169,,,,,,,
07396700000196,,,,,,,
00498021000189,,,,,,,
07481349000131,,,,,,,
00624712000181,,,,,,,
33495169000119,,,,,,,
09297883000118,,,,,,,
30068589000120,,,,,,,
01648535000136,,,,,,,
29319530000189,,,,,,,
03888413000142,,,,,,,
06057223000848,,,,,,,
32511032000148,,,,,,,
29017407000103,,,,,,,
21793072000103,,,,,,,
09520337000102,,,,,,,
72072473000105,,,,,,,
11244751000170,,,,,,,
02582698000126,,,,,,,
32907388000103,,,,,,,
01164836000194,,,,,,,
13915951000132,,,,,,,
01829226000162,,,,,,,
02495060000158,,,,,,,
16554291000108,,,,,,,
09341833000190,,,,,,,
14002956000137,,,,,,,
17732582000101,,,,,,,
10556536000141,,,,,,,
40381204000134,,,,,,,
27036541000126,,,,,,,
29317740000138,,,,,,,
34028316068336,,,,,,,
34028316064691,,,,,,,
28116614000152,,,,,,,
18196186000161,,,,,,,
33125287000135,,,,,,,
14017781000301,,,,,,,
33089780000147,,,,,,,
31130537000280,,,,,,,
31130537000361,,,,,,,
31130537000795,,,,,,,
74552068002082,,,,,,,
15562279000174,,,,,,,
72513971000146,,,,,,,
29810801000102,,,,,,,
31959877000138,,,,,,,
01476168000130,,,,,,,
17820256000229,,,,,,,
19859870000491,,,,,,,
17441911000238,,,,,,,
17433775000153,,,,,,,
01872334000118,,,,,,,
05003056000113,,,,,,,
21579981000143,,,,,,,
24639420000180,,,,,,,
18810751000139,,,,,,,
27033523000190,,,,,,,
11796602001357,,,,,,,
01029659000133,,,,,,,
06794783000109,,,,,,,
19944627000200,,,,,,,
01076436000127,,,,,,,
26050819000157,,,,,,,
17457404000292,,,,,,,
43802495000185,,,,,,,
01656763000158,,,,,,,
64729593000104,,,,,,,
26645578000199,,,,,,,
13108793000109,,,,,,,
43283811001393,,,,,,,
43283811000150,,,,,,,
43283811000311,,,,,,,
08740742000165,,,,,,,
00016966000117,,,,,,,
04040553000129,,,,,,,
43368281000142,,,,,,,
11754493000171,,,,,,,
18005083000177,,,,,,,
02493918000145,,,,,,,
02731610000190,,,,,,,
08442236000190,,,,,,,
43519560000160,,,,,,,
11136467000180,,,,,,,
05025949000160,,,,,,,
10951141000143,,,,,,,
12030552000121,,,,,,,
02912920000101,,,,,,,
07446717000100,,,,,,,
60961612000172,,,,,,,
47682034000177,,,,,,,
11511317000109,,,,,,,
10785683000193,,,,,,,
03060729000141,,,,,,,
10223587000151,,,,,,,
43080654000185,,,,,,,
04285663000150,,,,,,,
23759725000163,,,,,,,
07766889000161,,,,,,,
00016968000106,,,,,,,
05915468000120,,,,,,,
00632632000178,,,,,,,
18326059000130,,,,,,,
60909215000666,,,,,,,
60909215001719,,,,,,,
42591651085203,,,,,,,
42591651025219,,,,,,,
42591651015256,,,,,,,
42591651061282,,,,,,,
42591651087834,,,,,,,
42591651121609,,,,,,,
12646269000129,,,,,,,
11377588004968,,,,,,,
61614467000116,,,,,,,
00027021000109,,,,,,,
69023646000190,,,,,,,
73181349000140,,,,,,,
01876148000157,,,,,,,
50616366000168,,,,,,,
00246205000151,,,,,,,
37505757001542,,,,,,,
04037273000161,,,,,,,
23190305000109,,,,,,,
64071269000141,,,,,,,
49049356000109,,,,,,,
18938250000132,,,,,,,
24794339000175,,,,,,,
10242012000186,,,,,,,
20008103000105,,,,,,,
60873288000998,,,,,,,
42591651056955,,,,,,,
42591651017542,,,,,,,
42591651023860,,,,,,,
01614168000150,,,,,,,
09060964010910,,,,,,,
09060964000361,,,,,,,
01764484000108,,,,,,,
60827615000118,,,,,,,
14843295000172,,,,,,,
07984267007708,,,,,,,
07984267012035,,,,,,,
22384067000100,,,,,,,
00516818000161,,,,,,,
59772830000180,,,,,,,
07575651000400,,,,,,,
16678127000102,,,,,,,
04093634000197,,,,,,,
21672657000175,,,,,,,
08505544000117,,,,,,,
24578094000149,,,,,,,
07877476000154,,,,,,,
33567231000130,,,,,,,
15457860000126,,,,,,,
13138707000100,,,,,,,
06271797000148,,,,,,,
25061680000184,,,,,,,
02474219000158,,,,,,,
08252560000145,,,,,,,
19161177000106,,,,,,,
22809506000189,,,,,,,
36992147000152,,,,,,,
13020403000144,,,,,,,
07565482000176,,,,,,,
20556079000149,,,,,,,
02817685000350,,,,,,,
19535569000180,,,,,,,
24789098000176,,,,,,,
00697388000121,,,,,,,
00469171000407,,,,,,,
03233439000314,,,,,,,
06692107000809,,,,,,,
06321359000147,,,,,,,
00529581000153,,,,,,,
04087649000142,,,,,,,
63605703000163,,,,,,,
34705087000114,,,,,,,
07073586000244,,,,,,,
05771239000421,,,,,,,
63609002000100,,,,,,,
04045191000169,,,,,,,
06906483000174,,,,,,,
27908350000107,,,,,,,
01079150000103,,,,,,,
21962425000151,,,,,,,
22133369000105,,,,,,,
04521035000127,,,,,,,
07069575000100,,,,,,,
84303049000103,,,,,,,
14364004000163,,,,,,,
72644446000160,,,,,,,
06209799000107,,,,,,,
11144945000101,,,,,,,
03690712000178,,,,,,,
01937526003423,,,,,,,
15895808000151,,,,,,,
22853430000199,,,,,,,
73876484000100,,,,,,,
01571127000123,,,,,,,
09186089000105,,,,,,,
13553958000151,,,,,,,
03235130000100,,,,,,,
07688539000124,,,,,,,
02957933000105,,,,,,,
62505847001823,,,,,,,
17504560000500,,,,,,,
11954990000113,,,,,,,
17277586000139,,,,,,,
10752265000108,,,,,,,
08508931000107,,,,,,,
09405789002774,,,,,,,
84316421000116,,,,,,,
16670085070790,,,,,,,
01577321000116,,,,,,,
40432544019166,,,,,,,
08850124000178,,,,,,,
21221963000195,,,,,,,
78637030000109,,,,,,,
03170737000140,,,,,,,
05031458000121,,,,,,,
83563429000114,,,,,,,
82116807000159,,,,,,,
26041563000111,,,,,,,
75459461000126,,,,,,,
00889225000140,,,,,,,
79245585000160,,,,,,,
02387311000180,,,,,,,
01401005000199,,,,,,,
09242557000103,,,,,,,
83890814000176,,,,,,,
18634025000102,,,,,,,
17231878000130,,,,,,,
11739623000105,,,,,,,
83488882003390,,,,,,,
95801668000144,,,,,,,
81326258000184,,,,,,,
81326258000427,,,,,,,
01513587000103,,,,,,,
76840198000183,,,,,,,
00087804000170,,,,,,,
06254289000151,,,,,,,
01387686000340,,,,,,,
82756016000193,,,,,,,
07135119000110,,,,,,,
08356325000113,,,,,,,
83888404000190,,,,,,,
80451289000366,,,,,,,
22348985000183,,,,,,,
26108657000160,,,,,,,
05368958000153,,,,,,,
12377145000195,,,,,,,
53953097000202,,,,,,,
08627890000178,,,,,,,
00683748000993,,,,,,,
02174711000108,,,,,,,
17494301000111,,,,,,,
23392141000283,,,,,,,
02141381000154,,,,,,,
28120268000186,,,,,,,
17028392000108,,,,,,,
05997372000310,,,,,,,
09060964005592,,,,,,,
20618387000151,,,,,,,
05984105000146,,,,,,,
85601441000100,,,,,,,
80143084000151,,,,,,,
26723359000180,,,,,,,
83447854000148,,,,,,,
00559736000102,,,,,,,
24980074000108,,,,,,,
22555334000164,,,,,,,
95803839000174,,,,,,,
03860625000111,,,,,,,
42584839000164,,,,,,,
08675610000288,,,,,,,
33412271000103,,,,,,,
10580553728,,,,,,,
11833740000125,,,,,,,
16591803000106,,,,,,,
00624710000192,,,,,,,
07552199000100,,,,,,,
08251766000150,,,,,,,
08568359000171,,,,,,,
73522070000183,,,,,,,
34026088000132,,,,,,,
02917118000104,,,,,,,
08203854000187,,,,,,,
05289050000154,,,,,,,
09547694000156,,,,,,,
08385691000109,,,,,,,
40423808000104,,,,,,,
27522923000160,,,,,,,
18769952000130,,,,,,,
19604627000180,,,,,,,
21908183000118,,,,,,,
06049188000149,,,,,,,
02223966007398,,,,,,,
03838655000121,,,,,,,
72409568734,,,,,,,
28702009000163,,,,,,,
72623895000121,,,,,,,
28521748000159,,,,,,,
10302320000150,,,,,,,
01309199000105,,,,,,,
28542538000147,,,,,,,
06296288000170,,,,,,,
21334405000136,,,,,,,
10885118000106,,,,,,,
42357715000146,,,,,,,
02740641000108,,,,,,,
25210142000104,,,,,,,
42363077000176,,,,,,,
09481724000179,,,,,,,
05927437000199,,,,,,,
01599293000138,,,,,,,
09298309000184,,,,,,,
05124620000237,,,,,,,
00157051000121,,,,,,,
20412817000184,,,,,,,
08281135000184,,,,,,,
31704463000168,,,,,,,
05443082000162,,,,,,,
34266965000142,,,,,,,
29756947000109,,,,,,,
21267288000135,,,,,,,
09632300000168,,,,,,,
29755295000198,,,,,,,
29543055000120,,,,,,,
04680091000104,,,,,,,
31004153000130,,,,,,,
28538643000102,,,,,,,
05507103000166,,,,,,,
03328588000103,,,,,,,
10264009000163,,,,,,,
28520542000104,,,,,,,
28521912000128,,,,,,,
31729437000194,,,,,,,
01824593000173,,,,,,,
28618882000172,,,,,,,
30993455000116,,,,,,,
00089378000103,,,,,,,
04201906000125,,,,,,,
03861477000150,,,,,,,
07473553000100,,,,,,,
14665126000190,,,,,,,
26998472000179,,,,,,,
29272489000132,,,,,,,
20256062000176,,,,,,,
26953371000181,,,,,,,
13539842000168,,,,,,,
20150767000104,,,,,,,
39256169000142,,,,,,,
39503388000189,,,,,,,
08345762000131,,,,,,,
07009543000119,,,,,,,
10563528000122,,,,,,,
24385974000107,,,,,,,
33210717000117,,,,,,,
05457150000142,,,,,,,
60537263101868,,,,,,,
11189442000144,,,,,,,
07729835000126,,,,,,,
07205849000140,,,,,,,
09675685000140,,,,,,,
06745568000118,,,,,,,
06129200382,,,,,,,
10494296000106,,,,,,,
05396135000131,,,,,,,
07954605000160,,,,,,,
04196165000131,,,,,,,
22788784000105,,,,,,,
09498427000136,,,,,,,
01272876000150,,,,,,,
06943551000175,,,,,,,
15841198000103,,,,,,,
05330700000168,,,,,,,
15143356000151,,,,,,,
05345914000108,,,,,,,
00192116000170,,,,,,,
10427369000139,,,,,,,
04934167000261,,,,,,,
07187888000243,,,,,,,
10467701000199,,,,,,,
03001363000130,,,,,,,
05019562000109,,,,,,,
08960096000141,,,,,,,
73676140000310,,,,,,,
05486430000189,,,,,,,
22448415000165,,,,,,,
73830069000540,,,,,,,
21139632000100,,,,,,,
06560585000180,,,,,,,
07580772000199,,,,,,,
26064364000129,,,,,,,
02696818001279,,,,,,,
04559055000197,,,,,,,
13468543000180,,,,,,,
11535248000173,,,,,,,
00593805000196,,,,,,,
06916431000189,,,,,,,
04369988000383,,,,,,,
03660128000331,,,,,,,
02756334000549,,,,,,,
07240641000405,,,,,,,
07240641000324,,,,,,,
07240641001568,,,,,,,
07240641003005,,,,,,,
07861314000128,,,,,,,
18143175000113,,,,,,,
12106823000185,,,,,,,
13440205000130,,,,,,,
04011639000123,,,,,,,
04617596000124,,,,,,,
05423963014414,,,,,,,
33000118001574,,,,,,,
10351642000199,,,,,,,
04030735000208,,,,,,,
03195110000144,,,,,,,
09967852004203,,,,,,,
06552566000102,,,,,,,
07415391000154,,,,,,,
20033578000151,,,,,,,
02053306000131,,,,,,,
02050639000107,,,,,,,
95382545000116,,,,,,,
40432544022469,,,,,,,
11634194000101,,,,,,,
04368865000166,,,,,,,
76577287000189,,,,,,,
76034214000140,,,,,,,
24130428000117,,,,,,,
07280256000149,,,,,,,
08544321000169,,,,,,,
01953212000156,,,,,,,
06222506000121,,,,,,,
05620423000128,,,,,,,
08667756000109,,,,,,,
07154220000119,,,,,,,
03440478000120,,,,,,,
05483616000184,,,,,,,
04868412000280,,,,,,,
79340840000153,,,,,,,
78289055000150,,,,,,,
04171220000139,,,,,,,
05483837000152,,,,,,,
01377378000171,,,,,,,
76065895000104,,,,,,,
50780980000160,,,,,,,
00306597004437,,,,,,,
21890833000145,,,,,,,
04195651000135,,,,,,,
75061747000159,,,,,,,
03484328000119,,,,,,,
05289078000191,,,,,,,
10913818000159,,,,,,,
95396289000116,,,,,,,
81894297000188,,,,,,,
76492420000102,,,,,,,
76517945000147,,,,,,,
10392904000163,,,,,,,
01559338000140,,,,,,,
82275678000141,,,,,,,
06223938000157,,,,,,,
10571343000160,,,,,,,
08750290000100,,,,,,,
10680879000202,,,,,,,
75635573000271,,,,,,,
17370728000108,,,,,,,
04342409000147,,,,,,,
84841931000102,,,,,,,
14449974000161,,,,,,,
00415970000239,,,,,,,
08584355000187,,,,,,,
12872188000147,,,,,,,
23612200000109,,,,,,,
14391354000119,,,,,,,
76509769000100,,,,,,,
10792610000129,,,,,,,
08491597000207,,,,,,,
85082766000115,,,,,,,
12079041000285,,,,,,,
21121555000161,,,,,,,
04557530000196,,,,,,,
22197058000100,,,,,,,
26133945000175,,,,,,,
10466292000106,,,,,,,
81446338000173,,,,,,,
80598600000132,,,,,,,
76070689000192,,,,,,,
81071623000823,,,,,,,
01956420000109,,,,,,,
01614770000197,,,,,,,
22051161000147,,,,,,,
08861343000152,,,,,,,
01477171000179,,,,,,,
07067373000129,,,,,,,
18189477000122,,,,,,,
14504676000127,,,,,,,
06150011000134,,,,,,,
17339369000126,,,,,,,
20771918000141,,,,,,,
22313716000181,,,,,,,
18784663000100,,,,,,,
19372182000150,,,,,,,
21131221000179,,,,,,,
82340563000193,,,,,,,
00581609000100,,,,,,,
20487502000104,,,,,,,
10418623000132,,,,,,,
22304309000450,,,,,,,
09133225000190,,,,,,,
14173146000143,,,,,,,
11080713000129,,,,,,,
06138155000175,,,,,,,
16884424000104,,,,,,,
13434753000157,,,,,,,
03069059000477,,,,,,,
78596038000166,,,,,,,
02445199000197,,,,,,,
09348886000133,,,,,,,
73869430000118,,,,,,,
12387885000102,,,,,,,
13762215000191,,,,,,,
21387780000144,,,,,,,
21284919000124,,,,,,,
06109943000133,,,,,,,
90739624000118,,,,,,,
09325109000173,,,,,,,
02221531001020,,,,,,,
02221531001101,,,,,,,
02221155000183,,,,,,,
02191601000316,,,,,,,
13004510014481,,,,,,,
40432544015250,,,,,,,
12272084000100,,,,,,,
00554704000106,,,,,,,
08486108000148,,,,,,,
04663833000193,,,,,,,
09164951000170,,,,,,,
26765527000109,,,,,,,
12315636000101,,,,,,,
15316294000132,,,,,,,
05072232000179,,,,,,,
04264431000116,,,,,,,
05885727000117,,,,,,,
03855924000168,,,,,,,
09168737000192,,,,,,,
05988846000103,,,,,,,
15081075000111,,,,,,,
10527589000134,,,,,,,
47508411126338,,,,,,,
20266767000174,,,,,,,
17344224000113,,,,,,,
01242690000310,,,,,,,
13074634000130,,,,,,,
12156279000186,,,,,,,
33014556010230,,,,,,,
12442315000178,,,,,,,
08203497000157,,,,,,,
20031527000190,,,,,,,
13437616000176,,,,,,,
06964197000165,,,,,,,
02418116000170,,,,,,,
07694838000171,,,,,,,
09609009000179,,,,,,,
02886332000140,,,,,,,
04077577000152,,,,,,,
05900875000163,,,,,,,
12275228000173,,,,,,,
11446488000100,,,,,,,
02991589000162,,,,,,,
08950629000104,,,,,,,
05310563000108,,,,,,,
79756790000190,,,,,,,
27975679000190,,,,,,,
21770747000107,,,,,,,
22160883000130,,,,,,,
26202600000126,,,,,,,
25023575000150,,,,,,,
23848519000120,,,,,,,
04005009000146,,,,,,,
12725158000108,,,,,,,
13635461000182,,,,,,,
08113064000372,,,,,,,
12928630000100,,,,,,,
10983790000126,,,,,,,
05038928000189,,,,,,,
13683818000106,,,,,,,
11097061000135,,,,,,,
03289327000113,,,,,,,
02268356000136,,,,,,,
03767764000103,,,,,,,
13203138000130,,,,,,,
14792956000188,,,,,,,
01630610001022,,,,,,,
24263091000116,,,,,,,
22940093000177,,,,,,,
04872166000159,,,,,,,
10510850000193,,,,,,,
23883370000110,,,,,,,
08697902000130,,,,,,,
23132436000130,,,,,,,
15473162000114,,,,,,,
24906646000109,,,,,,,
21258847000140,,,,,,,
09249058000148,,,,,,,
01937526008816,,,,,,,
09626241000115,,,,,,,
03669545000183,,,,,,,
04337380000105,,,,,,,
20110371000133,,,,,,,
13294497000140,,,,,,,
11965515000908,,,,,,,
04752627000150,,,,,,,
13150542000192,,,,,,,
22224499000153,,,,,,,
14867569000163,,,,,,,
05074454000120,,,,,,,
23160387000149,,,,,,,
05766104000125,,,,,,,
40487688000109,,,,,,,
10821626000112,,,,,,,
73646051000169,,,,,,,
13570049000121,,,,,,,
04763625000166,,,,,,,
01736026000165,,,,,,,
34262345000135,,,,,,,
42030320000134,,,,,,,
16340259000111,,,,,,,
02530615000155,,,,,,,
09485586000104,,,,,,,
00251937000130,,,,,,,
09478889000191,,,,,,,
00315787000180,,,,,,,
37063832001058,,,,,,,
00001388000579,,,,,,,
09492660000101,,,,,,,
00854742000265,,,,,,,
20164504000154,,,,,,,
08840678000194,,,,,,,
09343842000110,,,,,,,
19747956000180,,,,,,,
28470455000190,,,,,,,
13986012000189,,,,,,,
02392576000177,,,,,,,
05767141000158,,,,,,,
57530564900,,,,,,,
10988014001514,,,,,,,
04819363000104,,,,,,,
01647520000668,,,,,,,
01647520000234,,,,,,,
08219844000210,,,,,,,
08219844000482,,,,,,,
23505231000314,,,,,,,
84458413000104,,,,,,,
84477215002565,,,,,,,
14182935000140,,,,,,,
10907424000198,,,,,,,
