cnpj,razao_social,nome_fantasia,uf,municipio,cep,data_abertura,situacao
10298704000146,,,,,,,
10218081000154,,,,,,,
07915404000154,,,,,,,
53309852000393,,,,,,,
03787227000117,,,,,,,
04418791000125,,,,,,,
00839308000125,,,,,,,
16963990000101,,,,,,,
09258570000150,,,,,,,
01614052000110,,,,,,,
08603562000565,,,,,,,
11498928000164,,,,,,,
15746214000189,,,,,,,
01882737000148,,,,,,,
07634829000195,,,,,,,
11321875000101,,,,,,,
02365976000193,,,,,,,
00055843000357,,,,,,,
04494011000207,,,,,,,
26429577000107,,,,,,,
01315645000186,,,,,,,
05961536000197,,,,,,,
03927792000132,,,,,,,
02220321000127,,,,,,,
02585246000106,,,,,,,
00135201000104,,,,,,,
03060562000119,,,,,,,
05870884000159,,,,,,,
70427489000168,,,,,,,
24597290000160,,,,,,,
04979486000102,,,,,,,
05604006000191,,,,,,,
05423963001002,,,,,,,
04206050012600,,,,,,,
01869601000106,,,,,,,
20062868000123,,,,,,,
09212323000113,,,,,,,
14745572000104,,,,,,,
76080738003193,,,,,,,
03915923000161,,,,,,,
16750045000113,,,,,,,
07410578000165,,,,,,,
02991502000157,,,,,,,
03898333000178,,,,,,,
97486534000101,,,,,,,
02772168000140,,,,,,,
06043088000105,,,,,,,
15720302000101,,,,,,,
28451403000176,,,,,,,
09619308000194,,,,,,,
40432544043385,,,,,,,
05423963001193,,,,,,,
02558157001800,,,,,,,
08319874000118,,,,,,,
13495613000199,,,,,,,
06163271000144,,,,,,,
08580127000139,,,,,,,
08585272000102,,,,,,,
94049246287,,,,,,,
60223553204,,,,,,,
20917309200,,,,,,,
41530136253,,,,,,,
08580311000189,,,,,,,
07877010000310,,,,,,,
09217162000150,,,,,,,
03199834000166,,,,,,,
26437276000125,,,,,,,
14572838000245,,,,,,,
14572838000164,,,,,,,
10522077000347,,,,,,,
34934620000110,,,,,,,
10929612000389,,,,,,,
10929612000117,,,,,,,
05706042000166,,,,,,,
08516913000177,,,,,,,
26494872000147,,,,,,,
04157600000119,,,,,,,
13052724000120,,,,,,,
23996813000189,,,,,,,
12584325000148,,,,,,,
37999141000170,,,,,,,
13168709000142,,,,,,,
22857579000146,,,,,,,
16097819000159,,,,,,,
14520885000164,,,,,,,
00631226000190,,,,,,,
20293331000174,,,,,,,
06254659000150,,,,,,,
12841770000146,,,,,,,
09465545449,,,,,,,
35304542000990,,,,,,,
04534989000174,,,,,,,
08651608000198,,,,,,,
70313598000154,,,,,,,
05756905000100,,,,,,,
03979385000179,,,,,,,
14851845000103,,,,,,,
04069473000104,,,,,,,
40756983000377,,,,,,,
04445343000110,,,,,,,
04800604000173,,,,,,,
26314042000190,,,,,,,
11550044000101,,,,,,,
05356966000180,,,,,,,
40797771000176,,,,,,,
21949741000193,,,,,,,
70162680000125,,,,,,,
05587436000142,,,,,,,
18974321000152,,,,,,,
02575829008475,,,,,,,
02012862021167,,,,,,,
18496151000148,,,,,,,
70307392000111,,,,,,,
28774694847,,,,,,,
27202202808,,,,,,,
07832066000197,,,,,,,
02739573000167,,,,,,,
02483460000143,,,,,,,
08968305000101,,,,,,,
08887182000176,,,,,,,
07272825000376,,,,,,,
07272825000295,,,,,,,
07342785000634,,,,,,,
00628972415,,,,,,,
09443646000118,,,,,,,
20472744000116,,,,,,,
35229681000220,,,,,,,
41424276000427,,,,,,,
73808131000254,,,,,,,
13742285000188,,,,,,,
07110141000106,,,,,,,
06910185000158,,,,,,,
21152627000138,,,,,,,
03602329000110,,,,,,,
03602329000200,,,,,,,
20801484000185,,,,,,,
10601762000105,,,,,,,
13763324000123,,,,,,,
03517108000306,,,,,,,
00327248000161,,,,,,,
03225783000361,,,,,,,
10478691000278,,,,,,,
41405226000150,,,,,,,
01676821000105,,,,,,,
20755975000137,,,,,,,
14077839000132,,,,,,,
04196136000170,,,,,,,
09296295006281,,,,,,,
34028316230702,,,,,,,
02223966001195,,,,,,,
08723106001954,,,,,,,
07384469000200,,,,,,,
06740278000181,,,,,,,
01274847000127,,,,,,,
02829565000101,,,,,,,
11299532000198,,,,,,,
11572026000120,,,,,,,
02083419000180,,,,,,,
10960167000158,,,,,,,
15771812000108,,,,,,,
04737552001967,,,,,,,
17869378000129,,,,,,,
17027418001671,,,,,,,
17027418000195,,,,,,,
04855604000170,,,,,,,
16902140000195,,,,,,,
22678874000135,,,,,,,
09489996000115,,,,,,,
22381531000104,,,,,,,
03083231000609,,,,,,,
39346861029658,,,,,,,
07679569000255,,,,,,,
05982711000122,,,,,,,
01462261000196,,,,,,,
12421274000133,,,,,,,
09584405000199,,,,,,,
22637794000131,,,,,,,
09502042000103,,,,,,,
03742141000259,,,,,,,
24720703000152,,,,,,,
20725482000154,,,,,,,
10638552000183,,,,,,,
23339286000130,,,,,,,
03857669000192,,,,,,,
12383729000173,,,,,,,
12622223000170,,,,,,,
06143404000110,,,,,,,
20463909000193,,,,,,,
22365258000124,,,,,,,
17835729000180,,,,,,,
21627305000106,,,,,,,
03030492000156,,,,,,,
10422778000142,,,,,,,
17463852000118,,,,,,,
04309086000190,,,,,,,
28144868000184,,,,,,,
10278823000137,,,,,,,
10301114000125,,,,,,,
02835892000176,,,,,,,
09157519000152,,,,,,,
03840263000105,,,,,,,
21895281000168,,,,,,,
18650694000178,,,,,,,
34028316361475,,,,,,,
11517707000196,,,,,,,
11517707000277,,,,,,,
09206926000102,,,,,,,
23565869000189,,,,,,,
15595975000187,,,,,,,
01913953000103,,,,,,,
42878694000104,,,,,,,
03318254000140,,,,,,,
11519591000124,,,,,,,
16670085056371,,,,,,,
21182696000194,,,,,,,
26245357000123,,,,,,,
02817009000115,,,,,,,
02496576000117,,,,,,,
03488261000190,,,,,,,
02563494000148,,,,,,,
16457805000107,,,,,,,
21061742000105,,,,,,,
03361347000158,,,,,,,
04635192000163,,,,,,,
64441868000100,,,,,,,
17122151000115,,,,,,,
00786662000139,,,,,,,
26784285000192,,,,,,,
71018550000186,,,,,,,
17873977000116,,,,,,,
01096207000255,,,,,,,
04213721000130,,,,,,,
00416899000128,,,,,,,
19162528000195,,,,,,,
03128389000143,,,,,,,
41905712000137,,,,,,,
05016725000191,,,,,,,
09245568000147,,,,,,,
14502749000141,,,,,,,
26653480000183,,,,,,,
09201539000183,,,,,,,
03439438000169,,,,,,,
17601127000169,,,,,,,
09463062000104,,,,,,,
11573885000134,,,,,,,
07890741000134,,,,,,,
05654704000100,,,,,,,
06004995000145,,,,,,,
00236378000199,,,,,,,
03996991000100,,,,,,,
03774798000117,,,,,,,
05518515000100,,,,,,,
04810142000175,,,,,,,
26354252000102,,,,,,,
79173639000129,,,,,,,
14723397000154,,,,,,,
06938433000179,,,,,,,
01827704000103,,,,,,,
03547705000111,,,,,,,
00161576000483,,,,,,,
01454513000135,,,,,,,
85096097000130,,,,,,,
18180808000163,,,,,,,
05764682000122,,,,,,,
06047626000130,,,,,,,
34028316270402,,,,,,,
84867704000156,,,,,,,
03069059000205,,,,,,,
19628920000187,,,,,,,
18939768000190,,,,,,,
75047498000147,,,,,,,
79565180000109,,,,,,,
05680834000109,,,,,,,
16670085012404,,,,,,,
16670085012323,,,,,,,
16670085012595,,,,,,,
16670085038390,,,,,,,
73747792000136,,,,,,,
84057447000197,,,,,,,
25296240000106,,,,,,,
00620016000105,,,,,,,
00833532000100,,,,,,,
58748526000134,,,,,,,
08604665000116,,,,,,,
00086753000161,,,,,,,
18201611000163,,,,,,,
08779025000147,,,,,,,
02955834602,,,,,,,
20916235000135,,,,,,,
10482642000128,,,,,,,
08693471000134,,,,,,,
11354566000138,,,,,,,
07519129000150,,,,,,,
27396238000134,,,,,,,
02869629000106,,,,,,,
08033526000180,,,,,,,
14532993000157,,,,,,,
00869564000165,,,,,,,
09072442000118,,,,,,,
01598773000184,,,,,,,
14476926000162,,,,,,,
16956255000162,,,,,,,
27122824000190,,,,,,,
03652860000106,,,,,,,
01137283000180,,,,,,,
07516884000180,,,,,,,
12090263000118,,,,,,,
20863338000184,,,,,,,
02984331000139,,,,,,,
17515641000181,,,,,,,
06059077000113,,,,,,,
14533037000190,,,,,,,
05778585000199,,,,,,,
21524681000167,,,,,,,
04224679000234,,,,,,,
21846423000105,,,,,,,
23918954000183,,,,,,,
74412644000123,,,,,,,
04552530000101,,,,,,,
08857089000119,,,,,,,
71063630000587,,,,,,,
02883878000148,,,,,,,
03852187000140,,,,,,,
04777542000126,,,,,,,
05959164000164,,,,,,,
00368849000112,,,,,,,
19699701000199,,,,,,,
07553011000148,,,,,,,
10910679000100,,,,,,,
44405389000120,,,,,,,
08546857000202,,,,,,,
13187073000186,,,,,,,
03532933000118,,,,,,,
66213703000106,,,,,,,
21628904000136,,,,,,,
64505431000192,,,,,,,
02687363000253,,,,,,,
25835778000141,,,,,,,
05346656000184,,,,,,,
14326901000182,,,,,,,
20495149000287,,,,,,,
01186593000195,,,,,,,
00166253000130,,,,,,,
17610403000155,,,,,,,
10708694000331,,,,,,,
02047542000145,,,,,,,
86567724000137,,,,,,,
25451240000133,,,,,,,
25451240000214,,,,,,,
86420387000150,,,,,,,
14201089000169,,,,,,,
19053339000184,,,,,,,
23533508000150,,,,,,,
01430256000100,,,,,,,
18764311000192,,,,,,,
02428153000160,,,,,,,
05371630000196,,,,,,,
07802330000140,,,,,,,
20748432000192,,,,,,,
27359257000190,,,,,,,
22104491000153,,,,,,,
13762293000196,,,,,,,
66448598000194,,,,,,,
12024040000152,,,,,,,
17336705000187,,,,,,,
24048942000108,,,,,,,
07634930000146,,,,,,,
23588914000110,,,,,,,
03064113000149,,,,,,,
23837792000159,,,,,,,
23931736000189,,,,,,,
23280159000102,,,,,,,
26614823000109,,,,,,,
07726957000169,,,,,,,
22095102000170,,,,,,,
34028316011229,,,,,,,
34028316274238,,,,,,,
17417670000100,,,,,,,
01593971000155,,,,,,,
21590123000108,,,,,,,
11566135000135,,,,,,,
10427101000105,,,,,,,
67594044000168,,,,,,,
23964551000170,,,,,,,
07463831000149,,,,,,,
61016556000160,,,,,,,
18623362000102,,,,,,,
11813208000146,,,,,,,
05801794000106,,,,,,,
37116704000134,,,,,,,
23748202000111,,,,,,,
09352421000156,,,,,,,
15271159000118,,,,,,,
19046218001500,,,,,,,
07797398000188,,,,,,,
17970753000122,,,,,,,
08801776000112,,,,,,,
21533403000257,,,,,,,
38553681000198,,,,,,,
17623976000113,,,,,,,
20232419000186,,,,,,,
71478457000154,,,,,,,
03598963000127,,,,,,,
05111284000107,,,,,,,
26217124000117,,,,,,,
64692502000103,,,,,,,
23464735000171,,,,,,,
13768962000137,,,,,,,
05536539000183,,,,,,,
15501531000135,,,,,,,
16670085055642,,,,,,,
03784841000125,,,,,,,
22625415000193,,,,,,,
02733677000164,,,,,,,
20202128000145,,,,,,,
17894064000186,,,,,,,
18239616000185,,,,,,,
14697486000335,,,,,,,
21258801000121,,,,,,,
93820256000126,,,,,,,
90801747000131,,,,,,,
09343475000155,,,,,,,
97528307000100,,,,,,,
09416517000130,,,,,,,
09342641000107,,,,,,,
02035449000110,,,,,,,
89151641000150,,,,,,,
09291727000140,,,,,,,
05660632000103,,,,,,,
05665119000105,,,,,,,
01924095000100,,,,,,,
06087536000172,,,,,,,
18243575000109,,,,,,,
97544543000101,,,,,,,
13865474000148,,,,,,,
08240825000195,,,,,,,
89776280000138,,,,,,,
93146140000153,,,,,,,
97754238000144,,,,,,,
90436627000182,,,,,,,
15315517000147,,,,,,,
02102292000107,,,,,,,
00958846000139,,,,,,,
07245110000162,,,,,,,
27197888017800,,,,,,,
27197888014453,,,,,,,
05659473000704,,,,,,,
03526627000179,,,,,,,
20472760000109,,,,,,,
00563287000168,,,,,,,
09231527000100,,,,,,,
03875910000106,,,,,,,
17017843000101,,,,,,,
92682038000100,,,,,,,
09337368000114,,,,,,,
76980197134,,,,,,,
95479120034,,,,,,,
14938734000120,,,,,,,
05995259000133,,,,,,,
02491874000114,,,,,,,
11795118000170,,,,,,,
42908509000187,,,,,,,
25929811000100,,,,,,,
10769318000195,,,,,,,
20807061000172,,,,,,,
17740374000146,,,,,,,
17740374000499,,,,,,,
23123370000111,,,,,,,
23682308000160,,,,,,,
13029955000113,,,,,,,
25975475000124,,,,,,,
10668427000116,,,,,,,
18973164000160,,,,,,,
03873951000163,,,,,,,
11165514000113,,,,,,,
11963364000193,,,,,,,
13554204000116,,,,,,,
07549725000182,,,,,,,
10920756000102,,,,,,,
26393806000180,,,,,,,
03815352000193,,,,,,,
19362144000116,,,,,,,
03752333000165,,,,,,,
06660777000169,,,,,,,
38471934000184,,,,,,,
08107403000146,,,,,,,
10464325000189,,,,,,,
22226476000854,,,,,,,
15158948000147,,,,,,,
04467958000229,,,,,,,
16915048000160,,,,,,,
04550664000185,,,,,,,
05070160000120,,,,,,,
01392476000188,,,,,,,
01924210000139,,,,,,,
21156823000180,,,,,,,
09140879000141,,,,,,,
24413855000102,,,,,,,
17423948000152,,,,,,,
02633913000170,,,,,,,
41690793000103,,,,,,,
12310127000196,,,,,,,
03271425000123,,,,,,,
64310709000176,,,,,,,
07278545000103,,,,,,,
08638750000286,,,,,,,
17352921000116,,,,,,,
18407387000160,,,,,,,
19661701000108,,,,,,,
02711937000109,,,,,,,
06588788000185,,,,,,,
22388292000114,,,,,,,
32219180000193,,,,,,,
00978590000121,,,,,,,
07584374000140,,,,,,,
13569064001393,,,,,,,
13569064001717,,,,,,,
24927195000188,,,,,,,
25683890000104,,,,,,,
66234824000134,,,,,,,
02699182000166,,,,,,,
02451018000135,,,,,,,
23304596000119,,,,,,,
07825878000105,,,,,,,
22697254000143,,,,,,,
21299292000185,,,,,,,
14829645000146,,,,,,,
24031155000153,,,,,,,
27393558000130,,,,,,,
20612831000121,,,,,,,
01739547000176,,,,,,,
01820131000188,,,,,,,
22113708000191,,,,,,,
22228910000169,,,,,,,
23020886000130,,,,,,,
03875238000159,,,,,,,
20395562000199,,,,,,,
22783195000126,,,,,,,
14922550000172,,,,,,,
21248835000135,,,,,,,
18544246000190,,,,,,,
01951298000188,,,,,,,
01870953000173,,,,,,,
22453652000114,,,,,,,
24025975000132,,,,,,,
02317616000116,,,,,,,
34028316340559,,,,,,,
34028316346832,,,,,,,
34028316776179,,,,,,,
71409288000109,,,,,,,
34028316808801,,,,,,,
11648055000129,,,,,,,
41792169000109,,,,,,,
14879047000181,,,,,,,
12243558000187,,,,,,,
01756403000470,,,,,,,
11368587000102,,,,,,,
26226581000178,,,,,,,
00950712000171,,,,,,,
25447297000169,,,,,,,
05817753000108,,,,,,,
19322701000175,,,,,,,
08771105000156,,,,,,,
28118847000194,,,,,,,
13023146000102,,,,,,,
05875253000122,,,,,,,
15815067000151,,,,,,,
25237058000184,,,,,,,
13417957000180,,,,,,,
24013351000103,,,,,,,
07902128000351,,,,,,,
11005505000165,,,,,,,
07039349000186,,,,,,,
01905255000166,,,,,,,
11159025000159,,,,,,,
10142349000111,,,,,,,
12843765000172,,,,,,,
15690737000150,,,,,,,
25639881000116,,,,,,,
10800834000135,,,,,,,
20680252000116,,,,,,,
22552673000197,,,,,,,
04958405000198,,,,,,,
02077391000178,,,,,,,
11300633000131,,,,,,,
02570995000151,,,,,,,
13380387000109,,,,,,,
09688744000115,,,,,,,
11782488000172,,,,,,,
07954131000157,,,,,,,
01327011000143,,,,,,,
02656371000151,,,,,,,
15703445000105,,,,,,,
11489125000143,,,,,,,
02809954000175,,,,,,,
22244875000171,,,,,,,
19315019000155,,,,,,,
02419765000510,,,,,,,
04927179000188,,,,,,,
08759678000164,,,,,,,
01020616000197,,,,,,,
20852990000101,,,,,,,
19240860000120,,,,,,,
68798065000168,,,,,,,
23489596668,,,,,,,
19632116000171,,,,,,,
19632116005807,,,,,,,
13009674000107,,,,,,,
01202474000189,,,,,,,
51896033000100,,,,,,,
14084023000136,,,,,,,
43283811003841,,,,,,,
43283811002527,,,,,,,
43283811006867,,,,,,,
96382114000112,,,,,,,
32377445810,,,,,,,
62897384000144,,,,,,,
10627882000173,,,,,,,
53854121000167,,,,,,,
49262157000184,,,,,,,
69284230000126,,,,,,,
62006440000103,,,,,,,
10703289000169,,,,,,,
43944776000172,,,,,,,
45273885000130,,,,,,,
05196857000142,,,,,,,
43856897000162,,,,,,,
61344214000170,,,,,,,
07441746000180,,,,,,,
09562376000164,,,,,,,
62192182000105,,,,,,,
03361216000170,,,,,,,
47099106000158,,,,,,,
02098500000133,,,,,,,
50948363000121,,,,,,,
66897109000181,,,,,,,
09288510000180,,,,,,,
10915883000113,,,,,,,
00876874000107,,,,,,,
04750757000153,,,,,,,
45983376000100,,,,,,,
04909888000130,,,,,,,
25047522000170,,,,,,,
05451897000193,,,,,,,
46271243000165,,,,,,,
43368141000174,,,,,,,
02256256000190,,,,,,,
43878842000153,,,,,,,
62853379000130,,,,,,,
10863632000132,,,,,,,
03278451000183,,,,,,,
61929410000106,,,,,,,
03214060000103,,,,,,,
10945303000130,,,,,,,
00218960000122,,,,,,,
10466459000139,,,,,,,
72724826000104,,,,,,,
54444054000175,,,,,,,
55709760000164,,,,,,,
01857582000190,,,,,,,
26994986000156,,,,,,,
05146623449,,,,,,,
35525245000389,,,,,,,
03895826000154,,,,,,,
17444764000179,,,,,,,
06124106000183,,,,,,,
35593706000199,,,,,,,
00663179000167,,,,,,,
11097292000149,,,,,,,
27337093000109,,,,,,,
13815150000103,,,,,,,
43283811001474,,,,,,,
43283811001040,,,,,,,
46379400000150,,,,,,,
22607347000130,,,,,,,
17041436000121,,,,,,,
00395255000109,,,,,,,
11660106000138,,,,,,,
04076984000145,,,,,,,
34028316293453,,,,,,,
34028316502478,,,,,,,
08312587000186,,,,,,,
23279133815,,,,,,,
22228166000100,,,,,,,
11727409000120,,,,,,,
47427653004021,,,,,,,
62373758000122,,,,,,,
11793475000107,,,,,,,
01257449000100,,,,,,,
71531099000104,,,,,,,
55732051000108,,,,,,,
44608693000175,,,,,,,
49607039000160,,,,,,,
14124065000153,,,,,,,
10513750000110,,,,,,,
02159918000103,,,,,,,
06093114000100,,,,,,,
07722729000110,,,,,,,
06053329000105,,,,,,,
08701751000147,,,,,,,
53485116000124,,,,,,,
52230950000106,,,,,,,
59692921000105,,,,,,,
51912160000148,,,,,,,
26325085000171,,,,,,,
24381871000160,,,,,,,
10759904000159,,,,,,,
19097743000150,,,,,,,
14202027000171,,,,,,,
10570579000181,,,,,,,
04215934000100,,,,,,,
01819470000144,,,,,,,
02796544000137,,,,,,,
10978814000159,,,,,,,
73430175000102,,,,,,,
01016509000195,,,,,,,
20745720000193,,,,,,,
03176723000134,,,,,,,
37329513000150,,,,,,,
06922950000150,,,,,,,
38673002591,,,,,,,
06076704000124,,,,,,,
14927828000102,,,,,,,
09542412000128,,,,,,,
21987539000156,,,,,,,
05536456000194,,,,,,,
07318773000160,,,,,,,
11071910000181,,,,,,,
10890225000114,,,,,,,
01446105000131,,,,,,,
05208494000118,,,,,,,
23756239000191,,,,,,,
00401947000104,,,,,,,
05218436000175,,,,,,,
13143383000107,,,,,,,
00068440000180,,,,,,,
10679770000166,,,,,,,
09605448000103,,,,,,,
20984069000104,,,,,,,
04066731000190,,,,,,,
21199076000168,,,,,,,
15314948000199,,,,,,,
07125794000169,,,,,,,
46319000000150,,,,,,,
00688729000100,,,,,,,
00063960006484,,,,,,,
04978803000176,,,,,,,
53764114000174,,,,,,,
69222628000138,,,,,,,
73033607000141,,,,,,,
03136100000138,,,,,,,
49266380000108,,,,,,,
04945585000173,,,,,,,
71475230000317,,,,,,,
14637639000197,,,,,,,
21854566000150,,,,,,,
47498829000120,,,,,,,
07830357000146,,,,,,,
58237538000102,,,,,,,
62078779000115,,,,,,,
10862045000129,,,,,,,
69020048000168,,,,,,,
47773510000165,,,,,,,
47818877000158,,,,,,,
46485827000133,,,,,,,
03549178000184,,,,,,,
03165331000170,,,,,,,
00533571000191,,,,,,,
55638423000123,,,,,,,
60701182000150,,,,,,,
03307187000169,,,,,,,
21724812000150,,,,,,,
01879624000193,,,,,,,
57920977000144,,,,,,,
59266965000173,,,,,,,
11511095000124,,,,,,,
47818497000113,,,,,,,
04937321000178,,,,,,,
69005494000101,,,,,,,
11102705000136,,,,,,,
44634301000142,,,,,,,
04347409000130,,,,,,,
45543915031303,,,,,,,
15604395000109,,,,,,,
58643446000114,,,,,,,
09601656000134,,,,,,,
02938216000128,,,,,,,
47508411125528,,,,,,,
02535070000170,,,,,,,
05405703000113,,,,,,,
49091291000160,,,,,,,
10444611000182,,,,,,,
05211900000100,,,,,,,
45057031000117,,,,,,,
74292723000148,,,,,,,
01511471000127,,,,,,,
03275498000193,,,,,,,
07193202000146,,,,,,,
01706287000132,,,,,,,
04527224000107,,,,,,,
44737484000121,,,,,,,
08095350000190,,,,,,,
45493699000107,,,,,,,
11104662000128,,,,,,,
07558439000183,,,,,,,
44039451000108,,,,,,,
05740272000141,,,,,,,
52148889000152,,,,,,,
61335428000341,,,,,,,
61335428000180,,,,,,,
02868970000139,,,,,,,
09213683000130,,,,,,,
58190083000109,,,,,,,
12382205000168,,,,,,,
46181681000132,,,,,,,
14375168000196,,,,,,,
47508411144905,,,,,,,
45694437002669,,,,,,,
00256893001960,,,,,,,
00256893002001,,,,,,,
56900129000100,,,,,,,
05242281000102,,,,,,,
13644462000193,,,,,,,
03806979000188,,,,,,,
10575424000138,,,,,,,
14251510000146,,,,,,,
05362234000100,,,,,,,
22648860000179,,,,,,,
06240462000162,,,,,,,
13552456000106,,,,,,,
01014107000151,,,,,,,
66656174000115,,,,,,,
05241970000100,,,,,,,
23048700000151,,,,,,,
26643911000120,,,,,,,
17409856000118,,,,,,,
11281004000101,,,,,,,
04486537000164,,,,,,,
17418859000118,,,,,,,
53332276000133,,,,,,,
06981683000191,,,,,,,
62384482000188,,,,,,,
20460263000190,,,,,,,
23672885000170,,,,,,,
53735288000109,,,,,,,
17261661002702,,,,,,,
05946809000124,,,,,,,
13918683000102,,,,,,,
19374064000180,,,,,,,
47859194000149,,,,,,,
00283323000130,,,,,,,
12349329000141,,,,,,,
07169605000150,,,,,,,
24221398000154,,,,,,,
50221431000156,,,,,,,
09152670000106,,,,,,,
71821839002344,,,,,,,
97526318000142,,,,,,,
23587626000141,,,,,,,
51394864000176,,,,,,,
05217384000708,,,,,,,
09438111000159,,,,,,,
12212549000129,,,,,,,
18224999000118,,,,,,,
04641463000193,,,,,,,
65036451000124,,,,,,,
07118812000185,,,,,,,
06322076809,,,,,,,
46952313000140,,,,,,,
46470449000114,,,,,,,
02896671000450,,,,,,,
57508426004084,,,,,,,
08152465000170,,,,,,,
09306758000127,,,,,,,
46525598000133,,,,,,,
23304247000105,,,,,,,
43386903000165,,,,,,,
60907029000183,,,,,,,
61246005000193,,,,,,,
61165700000120,,,,,,,
49556533000305,,,,,,,
60736816000100,,,,,,,
15754295000169,,,,,,,
10679067000158,,,,,,,
27521097000134,,,,,,,
09504632000167,,,,,,,
09535059000159,,,,,,,
12365759000157,,,,,,,
05499486000178,,,,,,,
17261661002893,,,,,,,
02967526000170,,,,,,,
01325136000134,,,,,,,
04112505000107,,,,,,,
05001385000125,,,,,,,
11233068000137,,,,,,,
33957796000477,,,,,,,
23601716000140,,,,,,,
00941152000199,,,,,,,
64329178249,,,,,,,
02747184000183,,,,,,,
05983192003566,,,,,,,
00290060000196,,,,,,,
17638130000157,,,,,,,
02401125000159,,,,,,,
13443556000102,,,,,,,
07304869000179,,,,,,,
18791395000153,,,,,,,
14535223000168,,,,,,,
24707662000164,,,,,,,
14719905000120,,,,,,,
02558157000677,,,,,,,
18631503000120,,,,,,,
02226182721,,,,,,,
01619055791,,,,,,,
04100664000183,,,,,,,
04351816000110,,,,,,,
27856334000118,,,,,,,
24930393000109,,,,,,,
21357717000165,,,,,,,
28642863000181,,,,,,,
16577617000104,,,,,,,
13617381000102,,,,,,,
26607730000149,,,,,,,
17444642000182,,,,,,,
27412935000131,,,,,,,
20300074000150,,,,,,,
18624194000161,,,,,,,
07234840000168,,,,,,,
04128467000172,,,,,,,
18094454000134,,,,,,,
04524416000321,,,,,,,
14018702000107,,,,,,,
08997756000240,,,,,,,
20555172000139,,,,,,,
03562365000360,,,,,,,
05376128000178,,,,,,,
22077084000102,,,,,,,
01762689000154,,,,,,,
09148700000100,,,,,,,
00096068000116,,,,,,,
14820740000189,,,,,,,
13569064002799,,,,,,,
23000220000110,,,,,,,
34208215000114,,,,,,,
04929331000161,,,,,,,
01469132000200,,,,,,,
04696700000113,,,,,,,
24485049000140,,,,,,,
16418081000184,,,,,,,
08543518000183,,,,,,,
08883513000108,,,,,,,
08574422000182,,,,,,,
08578355000174,,,,,,,
17843146000100,,,,,,,
07782038000102,,,,,,,
09511816000154,,,,,,,
17819958000292,,,,,,,
18657921000197,,,,,,,
34374413000158,,,,,,,
72211535000112,,,,,,,
13567147000100,,,,,,,
05938540000215,,,,,,,
13188092000127,,,,,,,
13816771000101,,,,,,,
63604631000482,,,,,,,
05958183000176,,,,,,,
18054020000100,,,,,,,
27010274000118,,,,,,,
21138576000190,,,,,,,
10176343000165,,,,,,,
14366199000180,,,,,,,
02717608000248,,,,,,,
15541783000198,,,,,,,
77946796000102,,,,,,,
79553665000182,,,,,,,
19432034000183,,,,,,,
05943013000118,,,,,,,
84320365000517,,,,,,,
19586450287,,,,,,,
84910686000148,,,,,,,
07924535000106,,,,,,,
07976147012924,,,,,,,
12137142000184,,,,,,,
03654179000199,,,,,,,
15225430000189,,,,,,,
01155685000108,,,,,,,
07240547000103,,,,,,,
06115337000120,,,,,,,
06065466000151,,,,,,,
05032857000107,,,,,,,
21422850000158,,,,,,,
06090433000161,,,,,,,
00811785000182,,,,,,,
11014658000179,,,,,,,
18892898000115,,,,,,,
04699679000100,,,,,,,
08029379000336,,,,,,,
02104426000110,,,,,,,
03812019000120,,,,,,,
24440697000180,,,,,,,
38652988000146,,,,,,,
20415295001731,,,,,,,
16872103000181,,,,,,,
05508016000123,,,,,,,
17761172000180,,,,,,,
04812220000170,,,,,,,
06275582000103,,,,,,,
00112543000109,,,,,,,
68505171000106,,,,,,,
06143785000138,,,,,,,
02025325000154,,,,,,,
04671540000158,,,,,,,
01338388000106,,,,,,,
16727438000106,,,,,,,
17490926000105,,,,,,,
12500064000130,,,,,,,
37088549000190,,,,,,,
16750540000122,,,,,,,
22239259000122,,,,,,,
18826165000182,,,,,,,
27847112000139,,,,,,,
04212630000180,,,,,,,
04335074000130,,,,,,,
04267260000189,,,,,,,
06933161000114,,,,,,,
07023381000173,,,,,,,
03709221000121,,,,,,,
20985343000160,,,,,,,
41764978000107,,,,,,,
28931448000148,,,,,,,
11186215000165,,,,,,,
22183362000106,,,,,,,
16731747000150,,,,,,,
02599412000115,,,,,,,
00747850000158,,,,,,,
02968953000173,,,,,,,
09687832000100,,,,,,,
21948537000158,,,,,,,
24112565000129,,,,,,,
07134411000119,,,,,,,
27304308000187,,,,,,,
17141880000119,,,,,,,
05217384000201,,,,,,,
08045718000106,,,,,,,
11982113000237,,,,,,,
35649219000796,,,,,,,
07193864000116,,,,,,,
08450405000133,,,,,,,
08534562000127,,,,,,,
08534562000801,,,,,,,
02374149000166,,,,,,,
00980113000109,,,,,,,
05332038000185,,,,,,,
02456658000138,,,,,,,
08437471000173,,,,,,,
08562027000180,,,,,,,
08385353000169,,,,,,,
04352782000189,,,,,,,
04679264000174,,,,,,,
29273420915,,,,,,,
20032617968,,,,,,,
81295740982,,,,,,,
02614263000116,,,,,,,
17364880000188,,,,,,,
72166861000155,,,,,,,
09027946000116,,,,,,,
02446610000149,,,,,,,
02295493000160,,,,,,,
09644875000109,,,,,,,
20521405000182,,,,,,,
82830290000165,,,,,,,
03873340000115,,,,,,,
81518839000118,,,,,,,
83499541000133,,,,,,,
83218008000156,,,,,,,
